Year,Quarter,State,Region,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2020,Q2,Chhattisgarh,Central,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,335.0,58440.0
FY2024,Q3,Rajasthan,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,436498.0,70900.0
FY2023,Q4,Uttar Pradesh,North,Two-Wheeler,Motorcycle,Others,Petrol,475442.0,
FY2020,Q4,Jammu & Kashmir,North,Commercial Vehicle,MHCV,Eicher Motors,Diesel,956.0,1464684.0
FY2019,Q3,Uttarakhand,North,Commercial Vehicle,LCV,Tata Motors,Diesel,2552.0,1082229.0
FY2022,Q2,Chhattisgarh,Central,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,872.0,118286.0
FY2024,Q2,Haryana,North,Passenger Car,Hatchback,Kia,Petrol,31352.0,522524.0
FY2022,Q4,Jammu & Kashmir,North,Passenger Car,Hatchback,Tata Motors,Petrol,4652.0,839547.0
FY2023,Q3,Karnataka,South,Two-Wheeler,Scooter,Royal Enfield,Petrol,345027.0,44501.0
FY2021,Q1,West Bengal,East,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1702.0,190577.0
FY2020,Q1,Madhya Pradesh,Central,Passenger Car,Hatchback,Others,Petrol,29348.0,668058.0
FY2022,Q1,Uttarakhand,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,29064.0,55484.0
FY2021,Q2,Tamil Nadu,South,Two-Wheeler,Scooter,Honda Motorcycle,Electric,280904.0,56302.0
FY2022,Q4,Haryana,North,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,92118.0,67217.0
FY2022,Q3,Himachal Pradesh,North,Passenger Car,Hatchback,Maruti Suzuki,Electric,6549.0,1192100.0
FY2022,Q1,Andhra Pradesh,South,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,4757.0,255659.0
FY2020,Q3,Uttar Pradesh,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,648546.0,43001.0
FY2023,Q4,Karnataka,South,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,259348.0,65344.0
FY2022,Q3,Nagaland,Northeast,Commercial Vehicle,LCV,Tata Motors,CNG,180.0,1628124.0
FY2019,Q2,Gujarat,West,Passenger Car,Sedan,Tata Motors,Electric,56960.0,1192534.0
FY2019,Q1,Uttar Pradesh,North,Commercial Vehicle,MHCV,Ashok Leyland,Electric,24089.0,877235.0
FY2020,Q1,Tripura,Northeast,Two-Wheeler,Moped,Royal Enfield,Electric,11782.0,50655.0
FY2022,Q4,Himachal Pradesh,North,Electric Vehicle,E-Two-Wheeler,Others,Electric,621.0,258239.0
FY2024,Q3,Goa,West,Passenger Car,Hatchback,Others,Petrol,10144.0,822856.0
FY2022,Q4,Sikkim,Northeast,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,158.0,1669882.0
FY2023,Q1,West Bengal,East,Commercial Vehicle,Bus,Tata Motors,Diesel,12429.0,1216381.0
FY2022,Q3,Karnataka,South,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,15698.0,360383.0
FY2021,Q4,Uttarakhand,North,Passenger Car,SUV,Toyota,Petrol,6826.0,668158.0
FY2022,Q4,West Bengal,East,Electric Vehicle,E-Two-Wheeler,Others,Electric,3799.0,306446.0
FY2020,Q3,Maharashtra,West,Passenger Car,Hatchback,Tata Motors,Electric,115920.0,538933.0
FY2021,Q4,West Bengal,East,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,1957.0,88470.0
FY2020,Q3,Gujarat,West,Passenger Car,Hatchback,Maruti Suzuki,Petrol,60187.0,1162776.0
FY2020,Q4,Bihar,East,Two-Wheeler,Scooter,Others,Electric,136856.0,90569.0
FY2023,Q1,Jammu & Kashmir,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,1416.0,1488242.0
FY2022,Q1,Jharkhand,East,Commercial Vehicle,MHCV,Eicher Motors,Diesel,2672.0,1416319.0
FY2024,Q1,West Bengal,East,Passenger Car,SUV,Tata Motors,Petrol,45660.0,981304.0
FY2024,Q2,Uttar Pradesh,North,Passenger Car,SUV,Maruti Suzuki,Electric,88438.0,1043108.0
FY2021,Q1,Telangana,South,Commercial Vehicle,Bus,Tata Motors,Diesel,6642.0,1230344.0
FY2024,Q3,Rajasthan,North,Commercial Vehicle,LCV,Tata Motors,Electric,20450.0,1540596.0
FY2021,Q4,Delhi,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,133784.0,74657.0
FY2023,Q2,Telangana,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,15315.0,103197.0
FY2024,Q1,Maharashtra,West,Commercial Vehicle,MHCV,Tata Motors,Diesel,26433.0,1157160.0
FY2024,Q3,Bihar,East,Electric Vehicle,E-Bus,Others,Electric,,108072.0
FY2021,Q3,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,72918.0,42610.0
FY2020,Q4,Jharkhand,East,Commercial Vehicle,LCV,Others,Diesel,2418.0,1169366.0
FY2019,Q4,Karnataka,South,Passenger Car,SUV,Tata Motors,Petrol,69832.0,1371856.0
FY2023,Q2,Jharkhand,East,Commercial Vehicle,LCV,Ashok Leyland,Diesel,3376.0,1375585.0
FY2020,Q3,Jammu & Kashmir,North,Electric Vehicle,E-Car,Tata Motors,Electric,198.0,309202.0
FY2023,Q1,Karnataka,South,Passenger Car,SUV,Toyota,CNG,80885.0,43655.0
FY2019,Q1,Telangana,South,Commercial Vehicle,MHCV,Tata Motors,Diesel,9573.0,1604719.0
FY2023,Q3,Odisha,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,4592.0,397510.0
FY2020,Q4,Karnataka,South,Two-Wheeler,Scooter,TVS Motor,Electric,,68537.0
FY2022,Q1,Meghalaya,Northeast,Passenger Car,SUV,Toyota,Electric,1368.0,1043087.0
FY2023,Q4,Kerala,South,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,120255.0,83135.0
FY2021,Q3,West Bengal,East,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,236238.0,63873.0
FY2021,Q1,Jammu & Kashmir,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,16540.0,66073.0
FY2020,Q1,Meghalaya,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,30.0,185197.0
FY2021,Q2,Telangana,South,Passenger Car,SUV,Kia,Petrol,34788.0,782108.0
FY2022,Q3,Chhattisgarh,Central,Commercial Vehicle,MHCV,Tata Motors,Diesel,3636.0,1593293.0
FY2022,Q3,Maharashtra,West,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,410050.0,50614.0
FY2021,Q3,Chhattisgarh,Central,Commercial Vehicle,LCV,Others,Electric,2591.0,2000965.0
FY2024,Q2,Tripura,Northeast,Two-Wheeler,Scooter,Honda Motorcycle,CNG,12720.0,70901.0
FY2022,Q1,Nagaland,Northeast,Commercial Vehicle,LCV,Mahindra,Diesel,176.0,1518111.0
FY2022,Q4,Delhi,North,Passenger Car,SUV,Mahindra,Petrol,42840.0,924595.0
FY2021,Q2,Goa,West,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,537.0,343044.0
FY2021,Q4,Andhra Pradesh,South,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,7805.0,1528375.0
FY2021,Q1,Nagaland,Northeast,Commercial Vehicle,LCV,Tata Motors,Diesel,131.0,755259.0
FY2021,Q1,Rajasthan,North,Commercial Vehicle,LCV,Tata Motors,CNG,9754.0,788389.0
FY2021,Q4,Telangana,South,Electric Vehicle,E-Bus,Ola Electric,Electric,4458.0,182232.0
FY2023,Q4,Rajasthan,North,Passenger Car,SUV,Hyundai,Petrol,53492.0,814396.0
FY2021,Q4,Assam,Northeast,Electric Vehicle,E-Car,Tata Motors,Electric,296.0,348973.0
FY2019,Q4,Assam,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,51594.0,76616.0
FY2023,Q2,Tamil Nadu,South,Commercial Vehicle,LCV,Ashok Leyland,CNG,19787.0,1571053.0
FY2021,Q4,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,54263.0,92553.0
FY2021,Q1,Delhi,North,Commercial Vehicle,Bus,Tata Motors,CNG,5188.0,2170220.0
FY2020,Q2,Himachal Pradesh,North,Passenger Car,SUV,Others,Petrol,4185.0,
FY2024,Q2,Jammu & Kashmir,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,22848.0,62741.0
FY2024,Q1,Meghalaya,Northeast,Commercial Vehicle,Bus,Mahindra,Diesel,498.0,2004615.0
FY2021,Q1,Tamil Nadu,South,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,287932.0,67393.0
FY2021,Q1,Andhra Pradesh,South,Two-Wheeler,Motorcycle,TVS Motor,Petrol,179334.0,77750.0
FY2023,Q2,Karnataka,South,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,254138.0,12073.0
FY2022,Q2,Tripura,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,,85965.0
FY2019,Q4,Sikkim,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,4856.0,48082.0
FY2019,Q2,Tripura,Northeast,Two-Wheeler,Scooter,TVS Motor,Petrol,16083.0,134349.0
FY2019,Q3,Sikkim,Northeast,Commercial Vehicle,Three-Wheeler Goods,Mahindra,Diesel,219.0,10000.0
FY2019,Q4,Goa,West,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,134.0,152537.0
FY2022,Q3,Manipur,Northeast,Passenger Car,Sedan,Maruti Suzuki,Electric,924.0,517197.0
FY2022,Q4,Punjab,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,85149.0,74926.0
FY2023,Q3,Gujarat,West,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,354595.0,85257.0
FY2022,Q2,Rajasthan,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,229410.0,77534.0
FY2024,Q2,Rajasthan,North,Passenger Car,SUV,Maruti Suzuki,Diesel,49804.0,502702.0
FY2020,Q3,Rajasthan,North,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,1982.0,207544.0
FY2020,Q1,Andhra Pradesh,South,Commercial Vehicle,LCV,Others,Diesel,10021.0,1699049.0
FY2019,Q4,Rajasthan,North,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,553.0,246364.0
FY2022,Q3,Jammu & Kashmir,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,23513.0,74250.0
FY2021,Q3,Uttarakhand,North,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,706.0,274127.0
FY2024,Q3,Bihar,East,Passenger Car,MUV,Maruti Suzuki,Petrol,26778.0,1382325.0
FY2022,Q2,Assam,Northeast,Electric Vehicle,E-Bus,TVS Motor,Electric,453.0,123794.0
FY2023,Q2,Karnataka,South,Electric Vehicle,E-Bus,Ola Electric,Electric,24778.0,271130.0
FY2024,Q2,Telangana,South,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,187501.0,63790.0
FY2020,Q4,Chhattisgarh,Central,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,60328.0,53969.0
FY2020,Q2,Tamil Nadu,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,3087.0,109520.0
FY2019,Q1,Tripura,Northeast,Passenger Car,SUV,Maruti Suzuki,Petrol,1533.0,1096683.0
FY2021,Q3,Haryana,North,Passenger Car,SUV,Tata Motors,Petrol,29482.0,1386020.0
FY2019,Q2,Tamil Nadu,South,Electric Vehicle,E-Car,TVS Motor,Electric,1156.0,340332.0
FY2022,Q1,West Bengal,East,Electric Vehicle,E-Two-Wheeler,Others,Electric,2822.0,312768.0
FY2023,Q4,Uttarakhand,North,Passenger Car,MUV,Maruti Suzuki,Petrol,9401.0,905676.0
FY2020,Q1,Tripura,Northeast,Passenger Car,Sedan,Hyundai,Diesel,1174.0,1102053.0
FY2021,Q3,Punjab,North,Commercial Vehicle,LCV,Mahindra,CNG,4454.0,1541017.0
FY2020,Q4,Jammu & Kashmir,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,20254.0,79768.0
FY2024,Q3,Andhra Pradesh,South,Passenger Car,Sedan,Maruti Suzuki,Electric,62297.0,660416.0
FY2020,Q2,Tamil Nadu,South,Commercial Vehicle,LCV,Tata Motors,Electric,14816.0,1013485.0
FY2022,Q3,Haryana,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,6222.0,240488.0
FY2020,Q4,Maharashtra,West,Passenger Car,SUV,Tata Motors,Diesel,82615.0,823206.0
FY2023,Q3,Jammu & Kashmir,North,Commercial Vehicle,MHCV,Eicher Motors,Diesel,1428.0,1427025.0
FY2023,Q3,Karnataka,South,Commercial Vehicle,LCV,Eicher Motors,Diesel,16885.0,392549.0
FY2022,Q4,Tamil Nadu,South,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,270803.0,64650.0
FY2022,Q2,Maharashtra,West,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,11199.0,199440.0
FY2022,Q4,Telangana,South,Passenger Car,Hatchback,Others,Electric,47679.0,1068467.0
FY2020,Q2,Delhi,North,Electric Vehicle,E-Car,Tata Motors,Electric,,372102.0
FY2020,Q2,West Bengal,East,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1251.0,350063.0
FY2024,Q2,Gujarat,West,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,27584.0,200319.0
FY2023,Q4,Haryana,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,117847.0,65256.0
FY2021,Q1,Assam,Northeast,Commercial Vehicle,LCV,Eicher Motors,CNG,1496.0,2471503.0
FY2021,Q1,Meghalaya,Northeast,Commercial Vehicle,LCV,Eicher Motors,Diesel,275.0,1292106.0
FY2022,Q3,Odisha,East,Electric Vehicle,E-Car,Tata Motors,Electric,1982.0,190512.0
FY2022,Q3,Rajasthan,North,Electric Vehicle,E-Car,Tata Motors,Electric,5531.0,267914.0
FY2024,Q1,Sikkim,Northeast,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,350.0,255347.0
FY2019,Q1,Gujarat,West,Passenger Car,Sedan,Kia,Petrol,55222.0,1008056.0
FY2019,Q2,Chhattisgarh,Central,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,132.0,227721.0
FY2021,Q4,Madhya Pradesh,Central,Passenger Car,SUV,Maruti Suzuki,Petrol,30881.0,825728.0
FY2023,Q2,Delhi,North,Two-Wheeler,Moped,Hero MotoCorp,Petrol,,30914.0
FY2021,Q2,Assam,Northeast,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,34422.0,76029.0
FY2023,Q2,Nagaland,Northeast,Passenger Car,Hatchback,Maruti Suzuki,Petrol,788.0,1228638.0
FY2022,Q3,Kerala,South,Passenger Car,SUV,Maruti Suzuki,CNG,41490.0,706366.0
FY2022,Q3,Delhi,North,Commercial Vehicle,Bus,Tata Motors,Diesel,7281.0,973088.0
FY2021,Q2,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,207848.0,72124.0
FY2019,Q4,Haryana,North,Two-Wheeler,Scooter,Honda Motorcycle,Electric,156295.0,86229.0
FY2021,Q1,Sikkim,Northeast,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,3760.0,72634.0
FY2020,Q1,Manipur,Northeast,Electric Vehicle,E-Bus,Ola Electric,Electric,28.0,236792.0
FY2020,Q4,Meghalaya,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,34.0,328638.0
FY2019,Q4,Manipur,Northeast,Commercial Vehicle,MHCV,Mahindra,Diesel,374.0,1947089.0
FY2020,Q2,Tripura,Northeast,Commercial Vehicle,LCV,Ashok Leyland,CNG,495.0,1218213.0
FY2021,Q4,Tamil Nadu,South,Electric Vehicle,E-Two-Wheeler,Others,Electric,5349.0,326725.0
FY2023,Q4,Odisha,East,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,3305.0,135769.0
FY2023,Q3,Jharkhand,East,Two-Wheeler,Scooter,Others,CNG,59454.0,94906.0
FY2024,Q3,Madhya Pradesh,Central,Electric Vehicle,E-Three-Wheeler,Bajaj Auto,Electric,16827.0,393920.0
FY2024,Q1,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,9294.0,363289.0
FY2024,Q1,Meghalaya,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,339.0,210483.0
FY2024,Q2,Jammu & Kashmir,North,Commercial Vehicle,LCV,Ashok Leyland,CNG,1369.0,1976751.0
FY2023,Q3,Manipur,Northeast,Commercial Vehicle,MHCV,Ashok Leyland,CNG,505.0,1384868.0
FY2024,Q4,Sikkim,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,417.0,237903.0
FY2021,Q4,Maharashtra,West,Commercial Vehicle,LCV,Ashok Leyland,Diesel,14976.0,811677.0
FY2021,Q2,Jharkhand,East,Passenger Car,Hatchback,Maruti Suzuki,Petrol,5500.0,1027761.0
FY2022,Q3,Uttarakhand,North,Two-Wheeler,Scooter,TVS Motor,Petrol,45247.0,82969.0
FY2024,Q1,Gujarat,West,Commercial Vehicle,LCV,Tata Motors,CNG,20022.0,1171390.0
FY2023,Q3,Bihar,East,Two-Wheeler,Motorcycle,Others,Electric,190983.0,68120.0
FY2022,Q4,Maharashtra,West,Commercial Vehicle,LCV,Ashok Leyland,CNG,19822.0,426737.0
FY2020,Q1,Tamil Nadu,South,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,2793.0,269057.0
FY2023,Q2,Bihar,East,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,3283.0,220340.0
FY2022,Q2,Uttar Pradesh,North,Passenger Car,Hatchback,Tata Motors,Electric,59868.0,1321001.0
FY2023,Q1,Haryana,North,Two-Wheeler,Motorcycle,Others,Petrol,110062.0,63409.0
FY2023,Q4,West Bengal,East,Commercial Vehicle,LCV,Tata Motors,CNG,10713.0,1475703.0
FY2020,Q4,Goa,West,Commercial Vehicle,LCV,Tata Motors,Diesel,790.0,1804556.0
FY2021,Q3,West Bengal,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2721.0,410804.0
FY2023,Q4,Manipur,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Petrol,7449.0,52803.0
FY2022,Q4,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,50044.0,59434.0
FY2019,Q3,Madhya Pradesh,Central,Electric Vehicle,E-Car,Tata Motors,Electric,590.0,144948.0
FY2020,Q3,Sikkim,Northeast,Passenger Car,Hatchback,Tata Motors,Petrol,816.0,1376028.0
FY2022,Q4,Gujarat,West,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Electric,15209.0,1762245.0
FY2020,Q2,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,,341436.0
FY2019,Q2,Tamil Nadu,South,Two-Wheeler,Scooter,TVS Motor,Petrol,392176.0,75563.0
FY2020,Q4,Nagaland,Northeast,Commercial Vehicle,MHCV,Ashok Leyland,CNG,160.0,1454007.0
FY2022,Q1,Himachal Pradesh,North,Passenger Car,Hatchback,Hyundai,Petrol,4694.0,1173580.0
FY2020,Q2,Manipur,Northeast,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,315.0,1580220.0
FY2019,Q4,Rajasthan,North,Commercial Vehicle,LCV,Others,Diesel,15669.0,1990494.0
FY2020,Q3,Madhya Pradesh,Central,Commercial Vehicle,Bus,Tata Motors,Diesel,10033.0,795400.0
FY2022,Q3,West Bengal,East,Passenger Car,Hatchback,Maruti Suzuki,Diesel,43669.0,862785.0
FY2023,Q2,Punjab,North,Commercial Vehicle,LCV,Tata Motors,Diesel,7010.0,
FY2019,Q3,Kerala,South,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,228622.0,
FY2022,Q4,Madhya Pradesh,Central,Passenger Car,SUV,Mahindra,Petrol,32912.0,879962.0
FY2022,Q4,Himachal Pradesh,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,19692.0,50671.0
FY2023,Q1,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,59039.0,43509.0
FY2024,Q2,Karnataka,South,Electric Vehicle,E-Car,Tata Motors,Electric,41953.0,163522.0
FY2023,Q2,Rajasthan,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,8680.0,146444.0
FY2024,Q3,Maharashtra,West,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,537596.0,42346.0
FY2022,Q1,West Bengal,East,Passenger Car,SUV,Maruti Suzuki,Petrol,29465.0,749579.0
FY2021,Q3,Punjab,North,Passenger Car,SUV,Hyundai,Petrol,24213.0,1474996.0
FY2022,Q3,Bihar,East,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1969.0,307187.0
FY2022,Q3,Uttar Pradesh,North,Passenger Car,Hatchback,Others,Electric,86801.0,1105937.0
FY2024,Q4,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,30941.0,263056.0
FY2023,Q4,West Bengal,East,Passenger Car,SUV,Hyundai,Petrol,40472.0,1077407.0
FY2021,Q1,Punjab,North,Two-Wheeler,Scooter,Hero MotoCorp,Electric,82198.0,88924.0
FY2023,Q1,Tamil Nadu,South,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,296869.0,87782.0
FY2024,Q3,Karnataka,South,Commercial Vehicle,LCV,Tata Motors,CNG,18893.0,926754.0
FY2019,Q4,Manipur,Northeast,Two-Wheeler,Motorcycle,Others,Petrol,10167.0,64000.0
FY2021,Q3,Uttar Pradesh,North,Passenger Car,Hatchback,Maruti Suzuki,Electric,66950.0,1257297.0
FY2020,Q2,Jharkhand,East,Passenger Car,Sedan,Kia,Diesel,6374.0,925289.0
FY2022,Q1,Rajasthan,North,Commercial Vehicle,LCV,Mahindra,Diesel,12134.0,2356002.0
FY2020,Q2,Tripura,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,11686.0,55156.0
FY2022,Q2,Maharashtra,West,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,19741.0,2027259.0
FY2021,Q4,Maharashtra,West,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,330423.0,48427.0
FY2021,Q2,Uttar Pradesh,North,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,449483.0,65684.0
FY2024,Q4,Meghalaya,Northeast,Commercial Vehicle,LCV,Eicher Motors,Diesel,459.0,1474390.0
FY2021,Q2,Andhra Pradesh,South,Passenger Car,SUV,Tata Motors,Diesel,28693.0,722867.0
FY2019,Q1,Uttarakhand,North,Commercial Vehicle,LCV,Mahindra,CNG,2649.0,2442356.0
FY2024,Q2,Karnataka,South,Passenger Car,SUV,Tata Motors,Diesel,86735.0,1083067.0
FY2019,Q4,Uttarakhand,North,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,144.0,332437.0
FY2019,Q4,Sikkim,Northeast,Passenger Car,SUV,Others,Petrol,836.0,1349878.0
FY2020,Q1,Tamil Nadu,South,Passenger Car,SUV,Maruti Suzuki,Electric,64711.0,953999.0
FY2024,Q2,Nagaland,Northeast,Passenger Car,SUV,Maruti Suzuki,Petrol,990.0,777596.0
FY2021,Q4,Jammu & Kashmir,North,Commercial Vehicle,LCV,Ashok Leyland,CNG,754.0,1523740.0
FY2019,Q1,Meghalaya,Northeast,Electric Vehicle,E-Two-Wheeler,Others,Electric,11.0,148711.0
FY2020,Q3,Tripura,Northeast,Commercial Vehicle,MHCV,Tata Motors,Diesel,552.0,2036357.0
FY2023,Q3,Jharkhand,East,Commercial Vehicle,LCV,Tata Motors,Diesel,3557.0,1521737.0
FY2019,Q3,Meghalaya,Northeast,Electric Vehicle,E-Three-Wheeler,Others,Electric,20.0,270385.0
FY2024,Q4,Punjab,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,112995.0,65430.0
FY2024,Q1,Gujarat,West,Two-Wheeler,Scooter,Others,Electric,262827.0,45197.0
FY2020,Q1,West Bengal,East,Commercial Vehicle,Bus,Tata Motors,Diesel,9106.0,1263533.0
FY2022,Q4,Odisha,East,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,70510.0,52536.0
FY2023,Q4,Haryana,North,Commercial Vehicle,LCV,Ashok Leyland,CNG,8519.0,1720973.0
FY2022,Q4,Haryana,North,Commercial Vehicle,Bus,Tata Motors,Diesel,6993.0,1919006.0
FY2023,Q4,Jammu & Kashmir,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,17628.0,45429.0
FY2020,Q2,Karnataka,South,Electric Vehicle,E-Bus,Others,Electric,3945.0,186045.0
FY2023,Q1,Punjab,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,86654.0,58339.0
FY2024,Q2,Delhi,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,28479.0,343375.0
FY2021,Q1,Rajasthan,North,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,1830.0,322421.0
FY2020,Q2,Jharkhand,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,49252.0,66319.0
FY2024,Q4,Rajasthan,North,Electric Vehicle,E-Car,Tata Motors,Electric,15171.0,191694.0
FY2020,Q4,Uttarakhand,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,2138.0,646737.0
FY2023,Q2,Maharashtra,West,Passenger Car,MUV,Maruti Suzuki,Petrol,111408.0,602439.0
FY2020,Q3,Uttar Pradesh,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,20025.0,1206838.0
FY2023,Q4,Kerala,South,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,11847.0,217342.0
FY2023,Q4,Himachal Pradesh,North,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1362.0,132585.0
FY2024,Q3,Punjab,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,7949.0,1343203.0
FY2019,Q1,Rajasthan,North,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,459.0,202492.0
FY2021,Q2,Chhattisgarh,Central,Commercial Vehicle,LCV,Tata Motors,Diesel,2328.0,773246.0
FY2019,Q4,Chhattisgarh,Central,Two-Wheeler,Moped,Honda Motorcycle,Petrol,82854.0,56898.0
FY2021,Q4,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,197599.0,74143.0
FY2021,Q3,Kerala,South,Electric Vehicle,E-Car,Tata Motors,Electric,4314.0,229821.0
FY2019,Q1,Goa,West,Passenger Car,Sedan,Toyota,Petrol,5897.0,1168035.0
FY2019,Q1,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,376.0,231725.0
FY2024,Q3,Maharashtra,West,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,73307.0,334965.0
FY2020,Q4,Delhi,North,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,7213.0,831483.0
FY2021,Q2,West Bengal,East,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,181048.0,58328.0
FY2019,Q3,Punjab,North,Passenger Car,SUV,Maruti Suzuki,Petrol,29704.0,1015404.0
FY2024,Q4,Goa,West,Passenger Car,Hatchback,Kia,Petrol,8354.0,754277.0
FY2023,Q2,Tripura,Northeast,Electric Vehicle,E-Car,Ather Energy,Electric,382.0,198556.0
FY2024,Q4,Bihar,East,Passenger Car,Hatchback,Kia,CNG,21704.0,1002929.0
FY2024,Q4,Uttarakhand,North,Two-Wheeler,Scooter,TVS Motor,Petrol,43416.0,51635.0
