Year,Quarter,Region,State,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2019,Q2,West,Goa,Electric Vehicle,E-Car,Bajaj Auto,Electric,130,221733
FY2019,Q2,West,Goa,Passenger Car,MUV,Maruti Suzuki,Petrol,5590,1585928
FY2019,Q2,West,Goa,Three-Wheeler,Passenger 3W,TVS Motor,CNG,989,199204
FY2019,Q2,West,Goa,Two-Wheeler,Scooter,TVS Motor,Petrol,27129,44426
FY2019,Q2,West,Gujarat,Commercial Vehicle,LCV,Others,CNG,18968,1027416
FY2019,Q2,West,Gujarat,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,961,177094
FY2019,Q2,West,Gujarat,Passenger Car,Sedan,Tata Motors,Electric,56960,1192534
FY2019,Q2,West,Gujarat,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,12558,220035
FY2019,Q2,West,Gujarat,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,340331,66234
FY2019,Q2,West,Maharashtra,Commercial Vehicle,LCV,Tata Motors,Electric,22864,1229089
FY2019,Q2,West,Maharashtra,Electric Vehicle,E-Car,TVS Motor,Electric,1655,216914
FY2019,Q2,West,Maharashtra,Passenger Car,SUV,Maruti Suzuki,Diesel,89097,2206396
FY2019,Q2,West,Maharashtra,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,20720,250520
FY2019,Q2,West,Maharashtra,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,523889,43963
FY2019,Q3,Central,Chhattisgarh,Commercial Vehicle,MHCV,Tata Motors,Diesel,3757,1232598
FY2019,Q3,Central,Chhattisgarh,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,185,226490
FY2019,Q3,Central,Chhattisgarh,Passenger Car,SUV,Others,Electric,12830,543814
FY2019,Q3,Central,Chhattisgarh,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,3088,143906
FY2019,Q3,Central,Chhattisgarh,Two-Wheeler,Motorcycle,Bajaj Auto,CNG,111071,87997
FY2019,Q3,Central,Madhya Pradesh,Commercial Vehicle,LCV,Ashok Leyland,Diesel,12319,775089
FY2019,Q3,Central,Madhya Pradesh,Electric Vehicle,E-Car,Tata Motors,Electric,590,144948
FY2019,Q3,Central,Madhya Pradesh,Passenger Car,Sedan,Maruti Suzuki,Petrol,47663,1010935
FY2019,Q3,Central,Madhya Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,7423,289319
FY2019,Q3,Central,Madhya Pradesh,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,393970,72988
FY2019,Q3,East,Bihar,Commercial Vehicle,MHCV,Tata Motors,Diesel,5400,1706166
FY2019,Q3,East,Bihar,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,289,243456
FY2019,Q3,East,Bihar,Passenger Car,MUV,Hyundai,Petrol,18664,465369
FY2019,Q3,East,Bihar,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,8943,364831
FY2019,Q3,East,Bihar,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,261713,81192
FY2019,Q3,East,Jharkhand,Commercial Vehicle,Bus,Tata Motors,Diesel,3180,503039
FY2019,Q3,East,Jharkhand,Electric Vehicle,E-Car,Ola Electric,Electric,152,231999
FY2019,Q3,East,Jharkhand,Passenger Car,Sedan,Hyundai,Diesel,10476,1494804
FY2019,Q3,East,Jharkhand,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,2637,227781
FY2019,Q3,East,Jharkhand,Two-Wheeler,Motorcycle,Royal Enfield,Electric,83254,54351
FY2019,Q3,East,Odisha,Commercial Vehicle,LCV,Ashok Leyland,Diesel,5135,910705
FY2019,Q3,East,Odisha,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,297,113106
FY2019,Q3,East,Odisha,Passenger Car,Hatchback,Mahindra,Electric,18134,1052909
FY2019,Q3,East,Odisha,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,4444,285343
FY2019,Q3,East,Odisha,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,147741,70531
FY2019,Q3,East,West Bengal,Commercial Vehicle,LCV,Ashok Leyland,Diesel,11704,1369451
FY2019,Q3,East,West Bengal,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,719,192589
FY2019,Q3,East,West Bengal,Passenger Car,MUV,Maruti Suzuki,Diesel,44720,1004548
FY2019,Q3,East,West Bengal,Three-Wheeler,Passenger 3W,TVS Motor,CNG,14262,212053
FY2019,Q3,East,West Bengal,Two-Wheeler,Scooter,TVS Motor,Petrol,348824,67353
FY2019,Q3,North,Delhi,Commercial Vehicle,LCV,Force Motors,Diesel,8438,1492154
FY2019,Q3,North,Delhi,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,1675,341094
FY2019,Q3,North,Delhi,Passenger Car,SUV,Maruti Suzuki,Petrol,56821,1320903
FY2019,Q3,North,Delhi,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,21199,274150
FY2019,Q3,North,Delhi,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,255502,66256
FY2019,Q3,North,Haryana,Commercial Vehicle,MHCV,Others,Diesel,9162,653245
FY2019,Q3,North,Haryana,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,824,373619
FY2019,Q3,North,Haryana,Passenger Car,SUV,Maruti Suzuki,Petrol,19474,772225
FY2019,Q3,North,Haryana,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,6240,259348
FY2019,Q3,North,Haryana,Two-Wheeler,Motorcycle,Honda Motorcycle,CNG,212152,70057
FY2019,Q3,North,Himachal Pradesh,Commercial Vehicle,MHCV,Mahindra,Diesel,1679,1504161
FY2019,Q3,North,Himachal Pradesh,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,118,295863
FY2019,Q3,North,Himachal Pradesh,Passenger Car,Sedan,Maruti Suzuki,Electric,6971,994915
FY2019,Q3,North,Himachal Pradesh,Three-Wheeler,Passenger 3W,Piaggio,Petrol,1100,182404
FY2019,Q3,North,Himachal Pradesh,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,41485,65378
FY2019,Q3,North,Jammu & Kashmir,Commercial Vehicle,LCV,Ashok Leyland,Diesel,1361,266973
FY2019,Q3,North,Jammu & Kashmir,Electric Vehicle,E-Three-Wheeler,Others,Electric,71,113492
FY2019,Q3,North,Jammu & Kashmir,Passenger Car,Sedan,Maruti Suzuki,CNG,6492,1283351
FY2019,Q3,North,Jammu & Kashmir,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,1039,249170
FY2019,Q3,North,Jammu & Kashmir,Two-Wheeler,Scooter,Bajaj Auto,Petrol,36578,64779
FY2019,Q3,North,Punjab,Commercial Vehicle,MHCV,Eicher Motors,Diesel,6426,338026
FY2019,Q3,North,Punjab,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,487,146809
FY2019,Q3,North,Punjab,Passenger Car,SUV,Maruti Suzuki,Petrol,29704,1015404
FY2019,Q3,North,Punjab,Three-Wheeler,Passenger 3W,Piaggio,CNG,5644,115419
FY2019,Q3,North,Punjab,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,165771,53791
FY2019,Q3,North,Rajasthan,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,16672,1951608
FY2019,Q3,North,Rajasthan,Electric Vehicle,E-Car,Tata Motors,Electric,815,240778
FY2019,Q3,North,Rajasthan,Passenger Car,Hatchback,Maruti Suzuki,Petrol,58097,463809
FY2019,Q3,North,Rajasthan,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,10995,315877
FY2019,Q3,North,Rajasthan,Two-Wheeler,Scooter,Hero MotoCorp,CNG,511125,103198
FY2019,Q3,North,Uttar Pradesh,Commercial Vehicle,LCV,Tata Motors,Diesel,24581,1548731
FY2019,Q3,North,Uttar Pradesh,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1166,178555
FY2019,Q3,North,Uttar Pradesh,Passenger Car,Van,Others,Petrol,95257,339501
FY2019,Q3,North,Uttar Pradesh,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,29541,213755
FY2019,Q3,North,Uttar Pradesh,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,793037,28547
FY2019,Q3,North,Uttarakhand,Commercial Vehicle,LCV,Tata Motors,Diesel,2552,1082229
FY2019,Q3,North,Uttarakhand,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,204,256571
FY2019,Q3,North,Uttarakhand,Passenger Car,SUV,Kia,Petrol,10442,1334170
FY2019,Q3,North,Uttarakhand,Three-Wheeler,Passenger 3W,Mahindra,Petrol,1970,187798
FY2019,Q3,North,Uttarakhand,Two-Wheeler,Scooter,Bajaj Auto,Petrol,74050,88498
FY2019,Q3,Northeast,Assam,Commercial Vehicle,LCV,Tata Motors,Diesel,2250,198165
FY2019,Q3,Northeast,Assam,Electric Vehicle,E-Car,Tata Motors,Electric,101,260233
FY2019,Q3,Northeast,Assam,Passenger Car,Sedan,Hyundai,Petrol,8499,368246
FY2019,Q3,Northeast,Assam,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,2581,183058
FY2019,Q3,Northeast,Assam,Two-Wheeler,Moped,Hero MotoCorp,Petrol,75810,66745
FY2019,Q3,Northeast,Manipur,Commercial Vehicle,LCV,Ashok Leyland,Diesel,438,1945902
FY2019,Q3,Northeast,Manipur,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,19,208641
FY2019,Q3,Northeast,Manipur,Passenger Car,Hatchback,Maruti Suzuki,Diesel,1077,1065653
FY2019,Q3,Northeast,Manipur,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,432,183772
FY2019,Q3,Northeast,Manipur,Two-Wheeler,Scooter,TVS Motor,Petrol,13290,69386
FY2019,Q3,Northeast,Meghalaya,Commercial Vehicle,LCV,Mahindra,Diesel,470,1418770
FY2019,Q3,Northeast,Meghalaya,Electric Vehicle,E-Three-Wheeler,Others,Electric,20,270385
FY2019,Q3,Northeast,Meghalaya,Passenger Car,SUV,Maruti Suzuki,Diesel,2172,716527
FY2019,Q3,Northeast,Meghalaya,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,427,360182
FY2019,Q3,Northeast,Meghalaya,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,13898,50200
FY2019,Q3,Northeast,Nagaland,Commercial Vehicle,LCV,Ashok Leyland,Diesel,236,1311933
FY2019,Q3,Northeast,Nagaland,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,18,371242
FY2019,Q3,Northeast,Nagaland,Passenger Car,Hatchback,Hyundai,Petrol,975,853724
FY2019,Q3,Northeast,Nagaland,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,226,160204
FY2019,Q3,Northeast,Nagaland,Two-Wheeler,Moped,Hero MotoCorp,Petrol,7353,38934
FY2019,Q3,Northeast,Sikkim,Commercial Vehicle,Three-Wheeler Goods,Mahindra,Diesel,219,10000
FY2019,Q3,Northeast,Sikkim,Electric Vehicle,E-Two-Wheeler,Others,Electric,19,164164
FY2019,Q3,Northeast,Sikkim,Passenger Car,Sedan,Toyota,Petrol,1048,562967
FY2019,Q3,Northeast,Sikkim,Three-Wheeler,Goods 3W,Mahindra,Petrol,202,220487
FY2019,Q3,Northeast,Sikkim,Two-Wheeler,Scooter,Others,CNG,7475,39665
FY2019,Q3,Northeast,Tripura,Commercial Vehicle,LCV,Tata Motors,Diesel,713,1224610
FY2019,Q3,Northeast,Tripura,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,38,351113
FY2019,Q3,Northeast,Tripura,Passenger Car,Sedan,Maruti Suzuki,CNG,2157,1136734
FY2019,Q3,Northeast,Tripura,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,622,143761
FY2019,Q3,Northeast,Tripura,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,19845,48849
FY2019,Q3,South,Andhra Pradesh,Commercial Vehicle,LCV,Ashok Leyland,Diesel,13221,1267381
FY2019,Q3,South,Andhra Pradesh,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,1222,285817
FY2019,Q3,South,Andhra Pradesh,Passenger Car,Sedan,Maruti Suzuki,Petrol,50606,1093749
FY2019,Q3,South,Andhra Pradesh,Three-Wheeler,Goods 3W,TVS Motor,Electric,8948,264095
FY2019,Q3,South,Andhra Pradesh,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,389944,78943
FY2019,Q3,South,Karnataka,Commercial Vehicle,Bus,Ashok Leyland,Diesel,16121,1280883
FY2019,Q3,South,Karnataka,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2360,328088
FY2019,Q3,South,Karnataka,Passenger Car,Sedan,Hyundai,Petrol,95285,799240
FY2019,Q3,South,Karnataka,Three-Wheeler,Goods 3W,TVS Motor,CNG,11437,183625
FY2019,Q3,South,Karnataka,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,437318,58978
FY2019,Q3,South,Kerala,Commercial Vehicle,LCV,Ashok Leyland,Diesel,7895,1189986
FY2019,Q3,South,Kerala,Electric Vehicle,E-Bus,Others,Electric,987,112114
FY2019,Q3,South,Kerala,Passenger Car,Sedan,Tata Motors,Petrol,47598,842398
FY2019,Q3,South,Kerala,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,5454,285252
FY2019,Q3,South,Kerala,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,228622,65264
FY2019,Q3,South,Tamil Nadu,Commercial Vehicle,Three-Wheeler Goods,Eicher Motors,Electric,17950,1547616
FY2019,Q3,South,Tamil Nadu,Electric Vehicle,E-Car,Tata Motors,Electric,1726,278260
FY2019,Q3,South,Tamil Nadu,Passenger Car,SUV,Tata Motors,Petrol,91483,1296461
FY2019,Q3,South,Tamil Nadu,Three-Wheeler,Goods 3W,Piaggio,CNG,13111,148607
FY2019,Q3,South,Tamil Nadu,Two-Wheeler,Scooter,Others,Electric,526292,43394
FY2019,Q3,South,Telangana,Commercial Vehicle,LCV,Others,Diesel,9384,1345488
FY2019,Q3,South,Telangana,Electric Vehicle,E-Car,Tata Motors,Electric,1534,93859
FY2019,Q3,South,Telangana,Passenger Car,SUV,Tata Motors,Electric,57147,840384
FY2019,Q3,South,Telangana,Three-Wheeler,Goods 3W,Mahindra,CNG,8538,298970
FY2019,Q3,South,Telangana,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,303617,57079
FY2019,Q3,West,Goa,Commercial Vehicle,Three-Wheeler Goods,Mahindra,CNG,1073,2096227
FY2019,Q3,West,Goa,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,194,67553
FY2019,Q3,West,Goa,Passenger Car,Van,Maruti Suzuki,Petrol,7462,1193107
FY2019,Q3,West,Goa,Three-Wheeler,Goods 3W,Piaggio,CNG,1322,244700
FY2019,Q3,West,Goa,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,36346,75712
FY2019,Q3,West,Gujarat,Commercial Vehicle,LCV,Mahindra,Diesel,18784,2120971
FY2019,Q3,West,Gujarat,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1533,204152
FY2019,Q3,West,Gujarat,Passenger Car,SUV,Maruti Suzuki,Petrol,79648,43710
FY2019,Q3,West,Gujarat,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,15225,279290
FY2019,Q3,West,Gujarat,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,456803,83584
FY2019,Q3,West,Maharashtra,Commercial Vehicle,MHCV,Tata Motors,Diesel,24946,1469748
FY2019,Q3,West,Maharashtra,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1452,319571
FY2019,Q3,West,Maharashtra,Passenger Car,SUV,Maruti Suzuki,Diesel,121498,674676
FY2019,Q3,West,Maharashtra,Three-Wheeler,Passenger 3W,Mahindra,CNG,26149,246392
FY2019,Q3,West,Maharashtra,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,708279,68356
FY2019,Q4,Central,Chhattisgarh,Commercial Vehicle,MHCV,Mahindra,CNG,3614,900779
FY2019,Q4,Central,Chhattisgarh,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1452,356214
FY2019,Q4,Central,Chhattisgarh,Passenger Car,Van,Maruti Suzuki,Petrol,10345,1235745
FY2019,Q4,Central,Chhattisgarh,Three-Wheeler,Passenger 3W,Mahindra,CNG,2515,88720
FY2019,Q4,Central,Chhattisgarh,Two-Wheeler,Moped,Honda Motorcycle,Petrol,82854,56898
FY2019,Q4,Central,Madhya Pradesh,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,10675,2013517
FY2019,Q4,Central,Madhya Pradesh,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,439,177134
FY2019,Q4,Central,Madhya Pradesh,Passenger Car,Sedan,Hyundai,Petrol,37007,1088324
FY2019,Q4,Central,Madhya Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,5692,219914
FY2019,Q4,Central,Madhya Pradesh,Two-Wheeler,Scooter,TVS Motor,Petrol,313377,80701
FY2019,Q4,East,Bihar,Commercial Vehicle,Bus,Mahindra,Diesel,4649,1742928
FY2019,Q4,East,Bihar,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,211,213887
FY2019,Q4,East,Bihar,Passenger Car,SUV,Maruti Suzuki,Diesel,16545,1263095
FY2019,Q4,East,Bihar,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,7152,188212
FY2019,Q4,East,Bihar,Two-Wheeler,Motorcycle,Bajaj Auto,Electric,109130,36300
FY2019,Q4,East,Jharkhand,Commercial Vehicle,MHCV,Tata Motors,Diesel,5135,2211628
FY2019,Q4,East,Jharkhand,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,107,89156
FY2019,Q4,East,Jharkhand,Passenger Car,SUV,Maruti Suzuki,Petrol,8883,1535478
FY2019,Q4,East,Jharkhand,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,1925,268785
FY2019,Q4,East,Jharkhand,Two-Wheeler,Scooter,Hero MotoCorp,CNG,60918,76211
FY2019,Q4,East,Odisha,Commercial Vehicle,LCV,Mahindra,Diesel,3740,323134
FY2019,Q4,East,Odisha,Electric Vehicle,E-Two-Wheeler,Others,Electric,221,176758
FY2019,Q4,East,Odisha,Passenger Car,Sedan,Maruti Suzuki,CNG,14856,1117085
FY2019,Q4,East,Odisha,Three-Wheeler,Goods 3W,TVS Motor,CNG,3198,151309
FY2019,Q4,East,Odisha,Two-Wheeler,Moped,Bajaj Auto,Petrol,95075,54211
FY2019,Q4,East,West Bengal,Commercial Vehicle,LCV,Tata Motors,Diesel,10370,1816801
FY2019,Q4,East,West Bengal,Electric Vehicle,E-Car,Ola Electric,Electric,529,79172
FY2019,Q4,East,West Bengal,Passenger Car,Hatchback,Maruti Suzuki,Petrol,36763,830056
FY2019,Q4,East,West Bengal,Three-Wheeler,Passenger 3W,Mahindra,CNG,10830,164691
FY2019,Q4,East,West Bengal,Two-Wheeler,Moped,Hero MotoCorp,CNG,259274,55536
FY2019,Q4,North,Delhi,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,7538,1041713
FY2019,Q4,North,Delhi,Electric Vehicle,E-Car,TVS Motor,Electric,1235,210565
FY2019,Q4,North,Delhi,Passenger Car,Hatchback,Kia,CNG,46687,803091
FY2019,Q4,North,Delhi,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,15515,242293
FY2019,Q4,North,Delhi,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,184773,48828
FY2019,Q4,North,Haryana,Commercial Vehicle,LCV,Ashok Leyland,Diesel,8134,1417443
FY2019,Q4,North,Haryana,Electric Vehicle,E-Three-Wheeler,Others,Electric,683,157670
FY2019,Q4,North,Haryana,Passenger Car,Hatchback,Maruti Suzuki,Diesel,27185,528517
FY2019,Q4,North,Haryana,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,4808,222858
FY2019,Q4,North,Haryana,Two-Wheeler,Scooter,Honda Motorcycle,Electric,156295,86229
FY2019,Q4,North,Himachal Pradesh,Commercial Vehicle,Three-Wheeler Goods,Force Motors,Diesel,1642,1203006
FY2019,Q4,North,Himachal Pradesh,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,87,109356
FY2019,Q4,North,Himachal Pradesh,Passenger Car,SUV,Tata Motors,CNG,6282,1089940
FY2019,Q4,North,Himachal Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,868,210205
FY2019,Q4,North,Himachal Pradesh,Two-Wheeler,Scooter,Bajaj Auto,Petrol,30801,51527
FY2019,Q4,North,Jammu & Kashmir,Commercial Vehicle,LCV,Mahindra,Diesel,1129,928969
FY2019,Q4,North,Jammu & Kashmir,Electric Vehicle,E-Car,Bajaj Auto,Electric,1452,109932
FY2019,Q4,North,Jammu & Kashmir,Passenger Car,SUV,Others,Diesel,4733,1328717
FY2019,Q4,North,Jammu & Kashmir,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,900,264538
FY2019,Q4,North,Jammu & Kashmir,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,24973,60150
FY2019,Q4,North,Punjab,Commercial Vehicle,MHCV,Eicher Motors,CNG,5974,712244
FY2019,Q4,North,Punjab,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,379,340579
FY2019,Q4,North,Punjab,Passenger Car,Hatchback,Toyota,Petrol,26731,1198328
FY2019,Q4,North,Punjab,Three-Wheeler,Goods 3W,TVS Motor,CNG,4304,259617
FY2019,Q4,North,Punjab,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,137898,56554
FY2019,Q4,North,Rajasthan,Commercial Vehicle,LCV,Others,Diesel,15669,1990494
FY2019,Q4,North,Rajasthan,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,553,246364
FY2019,Q4,North,Rajasthan,Passenger Car,Sedan,Maruti Suzuki,Diesel,44726,963224
FY2019,Q4,North,Rajasthan,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,8822,254141
FY2019,Q4,North,Rajasthan,Two-Wheeler,Moped,Others,Petrol,342350,69033
FY2019,Q4,North,Uttar Pradesh,Commercial Vehicle,LCV,Eicher Motors,Diesel,22152,1798925
FY2019,Q4,North,Uttar Pradesh,Electric Vehicle,E-Car,Ather Energy,Electric,1016,239455
FY2019,Q4,North,Uttar Pradesh,Passenger Car,SUV,Maruti Suzuki,Diesel,70698,795260
FY2019,Q4,North,Uttar Pradesh,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,25142,218047
FY2019,Q4,North,Uttar Pradesh,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,601884,80437
FY2019,Q4,North,Uttarakhand,Commercial Vehicle,LCV,Mahindra,Diesel,2346,1617470
FY2019,Q4,North,Uttarakhand,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,144,332437
FY2019,Q4,North,Uttarakhand,Passenger Car,SUV,Hyundai,Petrol,8272,830857
FY2019,Q4,North,Uttarakhand,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,1596,202995
FY2019,Q4,North,Uttarakhand,Two-Wheeler,Motorcycle,TVS Motor,Petrol,48948,70981
FY2019,Q4,Northeast,Assam,Commercial Vehicle,LCV,Tata Motors,Electric,1889,900846
FY2019,Q4,Northeast,Assam,Electric Vehicle,E-Three-Wheeler,Others,Electric,75,284532
FY2019,Q4,Northeast,Assam,Passenger Car,Hatchback,Maruti Suzuki,CNG,7013,645258
FY2019,Q4,Northeast,Assam,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,2124,244966
FY2019,Q4,Northeast,Assam,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,51594,76616
FY2019,Q4,Northeast,Manipur,Commercial Vehicle,MHCV,Mahindra,Diesel,374,1947089
FY2019,Q4,Northeast,Manipur,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,13,280334
FY2019,Q4,Northeast,Manipur,Passenger Car,Hatchback,Mahindra,Petrol,855,1192398
FY2019,Q4,Northeast,Manipur,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,315,196899
FY2019,Q4,Northeast,Manipur,Two-Wheeler,Motorcycle,Others,Petrol,10167,64000
FY2019,Q4,Northeast,Meghalaya,Commercial Vehicle,LCV,Mahindra,Electric,384,1499805
FY2019,Q4,Northeast,Meghalaya,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,14,267180
FY2019,Q4,Northeast,Meghalaya,Passenger Car,Hatchback,Maruti Suzuki,CNG,1658,613954
FY2019,Q4,Northeast,Meghalaya,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,321,210779
FY2019,Q4,Northeast,Meghalaya,Two-Wheeler,Scooter,Others,Petrol,109130,34339
FY2019,Q4,Northeast,Nagaland,Commercial Vehicle,MHCV,Ashok Leyland,CNG,210,2646091
FY2019,Q4,Northeast,Nagaland,Electric Vehicle,E-Car,Tata Motors,Electric,13,233704
FY2019,Q4,Northeast,Nagaland,Passenger Car,Hatchback,Tata Motors,Electric,789,679007
FY2019,Q4,Northeast,Nagaland,Three-Wheeler,Passenger 3W,TVS Motor,CNG,157,213167
FY2019,Q4,Northeast,Nagaland,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,5226,71598
FY2019,Q4,Northeast,Sikkim,Commercial Vehicle,LCV,Others,Diesel,192,1262439
FY2019,Q4,Northeast,Sikkim,Electric Vehicle,E-Bus,Ola Electric,Electric,14,251424
FY2019,Q4,Northeast,Sikkim,Passenger Car,SUV,Others,Petrol,836,1349878
FY2019,Q4,Northeast,Sikkim,Three-Wheeler,Passenger 3W,Piaggio,Electric,158,285608
FY2019,Q4,Northeast,Sikkim,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,4856,48082
FY2019,Q4,Northeast,Tripura,Commercial Vehicle,LCV,Ashok Leyland,Diesel,632,1126002
FY2019,Q4,Northeast,Tripura,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,30,47513
FY2019,Q4,Northeast,Tripura,Passenger Car,SUV,Tata Motors,Diesel,1703,573026
FY2019,Q4,Northeast,Tripura,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,486,191380
FY2019,Q4,Northeast,Tripura,Two-Wheeler,Scooter,Bajaj Auto,Petrol,15385,77915
FY2019,Q4,South,Andhra Pradesh,Commercial Vehicle,LCV,Ashok Leyland,Diesel,11051,609698
FY2019,Q4,South,Andhra Pradesh,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,849,207573
FY2019,Q4,South,Andhra Pradesh,Passenger Car,MUV,Maruti Suzuki,CNG,40109,1100414
FY2019,Q4,South,Andhra Pradesh,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,7135,232043
FY2019,Q4,South,Andhra Pradesh,Two-Wheeler,Scooter,Hero MotoCorp,CNG,260966,68300
FY2019,Q4,South,Karnataka,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,13687,1440994
FY2019,Q4,South,Karnataka,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1894,273827
FY2019,Q4,South,Karnataka,Passenger Car,SUV,Tata Motors,Petrol,69832,1371856
FY2019,Q4,South,Karnataka,Three-Wheeler,Passenger 3W,Piaggio,Petrol,8981,243577
FY2019,Q4,South,Karnataka,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,357201,92589
FY2019,Q4,South,Kerala,Commercial Vehicle,LCV,Mahindra,Electric,7303,1804797
FY2019,Q4,South,Kerala,Electric Vehicle,E-Car,Tata Motors,Electric,801,194119
FY2019,Q4,South,Kerala,Passenger Car,Hatchback,Maruti Suzuki,Diesel,36924,727727
FY2019,Q4,South,Kerala,Three-Wheeler,Goods 3W,Piaggio,Petrol,3899,116641
